state,ws,wd,ti,mol,weight
5705,23.58,21.7,0.096,-1417.5,5.0110696290602696e-05
5706,22.32,84.5,0.176,596.4,0.0001320129837917
5707,12.99,18.2,0.047,396.2,0.0001275837464491
5708,21.32,291.9,0.084,-1764.5,8.893640680767041e-05
5709,18.29,127.9,0.032,-653.4,8.43212141126344e-05
5710,17.64,88.1,0.067,-1770.4,0.0001039615671405
5711,6.17,67.7,0.04,-999.1,6.759997413962996e-05
5712,19.46,153.6,0.083,1064.3,7.409152608956989e-05
5713,10.27,260.3,0.043,,6.17358961076592e-05
5714,22.93,315.0,0.082,,8.727803731739257e-06
5715,14.23,230.9,0.124,,5.7968665875109146e-06
5716,16.78,321.7,0.166,-161.3,6.260207709998208e-06
5717,10.66,248.6,0.153,-985.3,4.7583642005689566e-05
5718,21.37,311.0,0.111,808.5,0.0001340081645084
5719,11.26,164.8,0.085,-237.2,4.814425349814693e-05
5720,15.8,199.3,0.144,244.7,0.0001166352717739
5721,5.63,301.3,0.169,1532.3,0.0001070312752342
5722,21.75,316.8,0.131,176.3,0.0001344106043744
5723,21.91,47.4,0.014,-1067.0,7.886162936762964e-05
5724,15.21,127.0,0.129,,0.0001599117264615
5725,11.19,260.3,0.026,,0.0001117644081805
5726,18.27,333.4,0.158,668.3,7.385603215590491e-05
5727,7.31,258.8,0.031,,7.77440150605202e-05
5728,13.7,142.5,0.179,,0.0001480981719965
5729,23.2,284.5,0.088,343.5,1.6914872845340206e-05
5730,15.73,2.7,0.179,1253.2,0.0001363051944653
5731,15.67,186.1,0.033,822.1,0.0001622119201763
5732,24.05,15.2,0.068,1696.6,9.697304083930104e-05
5733,21.15,123.7,0.068,-796.7,0.0001344210504092
5734,23.26,21.6,0.167,,0.0001353311246645
5735,10.36,344.3,0.145,1625.4,3.154087954889729e-06
5736,21.11,228.0,0.049,282.0,2.459210134282925e-07
5737,7.23,38.4,0.076,-1555.3,5.082171394799739e-05
5738,10.79,290.1,0.014,1310.0,1.8802871449320323e-05
5739,13.35,13.3,0.051,-1057.8,8.560890574684464e-05
5740,23.36,59.2,0.175,-719.4,0.0001001963683213
5741,12.82,70.7,0.013,1299.1,1.933985584147085e-05
5742,21.2,220.4,0.145,1528.6,0.000104646960937
5743,6.18,305.4,0.075,300.7,0.0001556365837346
5744,19.47,67.2,0.142,-666.9,3.761075198785573e-05
5745,24.74,127.4,0.063,-1895.0,4.92879841737935e-06
5746,10.92,200.1,0.13,-773.1,8.622852873514256e-05
5747,8.78,38.2,0.155,1292.7,6.67246557442058e-05
5748,19.01,311.7,0.14,-255.0,9.719282567247966e-05
5749,20.26,226.4,0.096,591.1,3.717421355974721e-05
5750,9.51,117.5,0.105,,9.674763118454253e-05
5751,17.7,144.7,0.022,154.6,1.5693833722961417e-05
5752,9.07,260.1,0.013,457.4,8.527204392649397e-05
5753,23.21,63.6,0.157,-1301.2,0.0001491595152779
5754,12.99,288.1,0.179,,7.432188390695817e-05
5755,9.84,259.2,0.036,-1360.7,5.8334625460051096e-05
5756,16.71,185.5,0.036,204.1,0.0001319733248966
5757,15.63,14.0,0.084,-602.0,9.987957800928204e-05
5758,14.26,28.5,0.173,1636.2,0.0001299583323186
5759,8.6,161.6,0.11,1554.7,0.000151230610482
5760,17.72,119.3,0.164,695.3,0.0001474075818274
5761,17.87,40.7,0.056,1588.0,5.375149446214916e-05
5762,23.45,345.4,0.171,1291.1,4.231491274871345e-07
5763,8.27,26.8,0.078,-810.5,0.0001495150649338
5764,16.82,35.4,0.07,,2.180741312844436e-05
5765,6.26,191.7,0.071,610.9,0.0001015947773612
5766,18.14,359.5,0.174,1526.3,0.0001404914830881
5767,14.57,294.9,0.085,,1.7809514699267024e-05
5768,23.37,349.6,0.158,-1165.3,0.000114586029458
5769,23.61,231.7,0.178,1415.7,0.0001434229503277
5770,23.92,43.3,0.029,-1997.8,1.4071392021727224e-05
5771,21.93,284.3,0.039,1442.5,4.022955400267681e-05
5772,7.51,36.4,0.117,-1884.9,8.912216210030264e-05
5773,16.09,340.1,0.073,1131.7,0.0001565075102128
5774,7.9,251.7,0.016,1313.3,0.0001209751627145
5775,23.1,159.6,0.073,-1268.5,0.0001328959594209
5776,9.75,312.2,0.099,-983.9,5.5286098756161e-05
5777,18.38,341.7,0.061,1263.4,0.0001501897393721
5778,19.87,29.0,0.108,842.7,0.0001189139774017
5779,8.95,50.8,0.164,,0.000147759368488
5780,24.67,326.2,0.135,170.2,2.8593398014358443e-05
5781,12.11,309.2,0.153,,9.856975959469e-05
5782,23.96,349.0,0.114,-1138.7,4.982745498675132e-05
5783,7.39,138.1,0.137,,2.958752319150968e-05
5784,17.17,46.4,0.143,1942.8,5.14145616475999e-05
5785,24.92,113.2,0.079,,4.480432041882109e-05
5786,7.52,33.1,0.12,-986.4,3.585067450909299e-05
5787,18.85,293.6,0.126,-1265.7,0.0001033352605704
5788,12.73,71.9,0.065,1795.6,0.0001005877394248
5789,9.88,36.3,0.03,1157.3,3.075600318063276e-05
5790,18.54,233.3,0.065,1764.9,1.3477011690505251e-05
5791,20.91,67.1,0.103,-507.1,0.0001030866954918
5792,16.42,154.0,0.167,700.2,0.0001284122697735
5793,13.94,226.1,0.11,,0.0001296474497302
5794,10.63,51.7,0.07,-663.7,4.5623850622413815e-05
5795,17.26,333.6,0.055,,0.0001055459615713
5796,21.59,310.8,0.057,-1269.5,4.642481088710587e-05
5797,19.44,168.1,0.04,,2.139131130329779e-05
5798,16.79,72.2,0.119,544.5,5.459345150529792e-05
5799,20.83,121.8,0.044,,0.0001202805695379
5800,17.38,210.8,0.074,-534.6,8.359965788132301e-05
5801,21.35,216.0,0.034,241.0,0.0001608409039154
5802,19.59,121.3,0.117,-102.5,7.176567195297405e-05
5803,5.49,308.6,0.023,-763.8,0.0001296073134311
5804,14.59,325.3,0.132,708.1,2.8672495579217524e-05
5805,18.31,167.5,0.054,284.9,5.947467322331703e-05
5806,13.65,211.3,0.029,-1961.1,7.79607934618278e-06
5807,24.56,47.5,0.12,-1084.2,7.741761456519384e-05
5808,14.87,274.5,0.097,919.4,8.40215768594331e-05
5809,13.33,352.2,0.018,431.7,0.0001075377491821
5810,5.76,106.7,0.07,,9.920374903519864e-05
5811,17.74,222.4,0.095,1024.9,8.804335402064812e-05
5812,22.3,293.4,0.17,-951.1,4.614337096712536e-05
5813,6.23,69.1,0.016,817.1,0.0001240192125294
5814,17.8,74.0,0.072,1191.1,0.0001402190498004
5815,5.87,189.8,0.163,-1128.1,0.0001489456633278
5816,14.02,208.0,0.019,104.3,7.800023304551611e-05
5817,8.51,319.3,0.054,1540.1,0.0001497170695594
5818,14.51,315.3,0.176,-1548.8,8.13785279708527e-05
5819,9.48,131.0,0.03,1176.4,0.0001362990147902
5820,22.44,77.6,0.047,,5.800593856943206e-05
5821,8.71,299.2,0.111,-216.3,1.1245046290692537e-05
5822,8.17,316.5,0.116,-1727.5,0.0001628159021791
5823,7.32,284.2,0.115,110.9,8.837261289488781e-06
5824,20.15,333.5,0.173,-269.9,5.208977995381116e-05
5825,16.48,243.5,0.15,1425.6,2.7915619633899613e-05
5826,5.63,315.6,0.149,308.9,0.0001519559355549
5827,7.07,93.6,0.12,,6.040750849789198e-05
5828,13.68,86.8,0.159,410.0,0.0001355016650939
5829,5.42,145.4,0.032,952.8,0.0001361947262546
5830,23.93,328.1,0.091,1052.9,8.29704950204516e-05
5831,16.47,72.7,0.135,1238.2,6.41840362255976e-05
5832,22.16,275.5,0.02,-1866.5,3.355687171201192e-05
5833,5.78,144.4,0.051,-516.9,4.904043224770256e-05
5834,18.37,237.9,0.136,1217.4,4.159501234614371e-05
5835,10.84,244.1,0.049,1401.0,4.196318918543589e-07
5836,14.66,253.2,0.064,1211.6,1.4225559835899742e-06
5837,21.0,17.9,0.128,-982.4,5.2341357290398384e-05
5838,6.27,85.9,0.14,-1723.4,6.496724452831726e-05
5839,15.56,23.4,0.129,1525.7,0.0001139413553901
5840,15.38,228.0,0.139,,1.0083173094593876e-05
5841,12.27,113.2,0.015,-1142.6,4.224562149609285e-05
5842,5.99,207.8,0.164,-475.1,1.3514197250597435e-05
5843,11.16,99.5,0.075,-119.5,8.103253052854592e-05
5844,11.7,338.7,0.044,-847.3,3.424628741968669e-05
5845,20.9,348.4,0.168,,6.262424537023043e-05
5846,19.31,290.1,0.095,-1490.3,0.0001185114345904
5847,19.34,104.4,0.037,1070.7,0.000127662098197
5848,21.47,160.9,0.097,-376.4,0.0001318981805335
5849,18.3,193.6,0.058,,1.7197105422822735e-05
5850,15.79,279.9,0.127,-1736.7,6.340240905040111e-05
5851,10.88,330.2,0.103,-1025.7,7.469950675486967e-05
5852,24.68,280.6,0.046,-1737.3,2.762618403394772e-05
5853,17.46,63.7,0.09,-1696.6,8.66873613298361e-06
5854,20.29,24.2,0.144,,5.40189439679185e-05
5855,20.73,248.9,0.092,-855.7,3.49558202352487e-05
5856,9.85,29.7,0.017,1758.6,0.0001006163098973
5857,12.72,24.2,0.114,,7.346796850821738e-05
5858,5.15,327.5,0.014,1673.6,8.695525658206161e-05
5859,12.97,89.7,0.072,-333.7,0.0001266826967403
5860,16.67,43.4,0.078,246.3,0.0001622087768461
5861,23.51,262.4,0.02,,3.602101349315767e-05
5862,17.65,185.0,0.13,-1791.8,0.0001403620785713
5863,20.92,279.2,0.112,,8.0584505503367e-05
5864,10.57,289.3,0.012,1326.1,0.0001388152121203
5865,14.09,307.9,0.063,,3.937091218218697e-06
5866,23.46,357.7,0.04,-735.2,0.0001579785888639
5867,17.94,198.4,0.048,1609.3,5.882508160743519e-05
5868,24.41,92.5,0.014,-933.0,0.0001623194362569
5869,23.8,23.5,0.034,,0.0001661918341927
5870,10.42,315.8,0.099,-1768.5,8.309840735130615e-05
5871,14.35,307.0,0.077,1580.7,6.571692383783622e-05
5872,18.99,99.9,0.152,919.4,2.9253064255394966e-05
5873,13.54,183.5,0.06,1431.1,0.0001341580817414
5874,19.85,114.6,0.143,1707.2,5.5071122944509454e-05
5875,11.63,40.0,0.035,-1457.0,7.114766059084112e-05
5876,19.77,319.7,0.018,-944.5,7.338433981271029e-05
5877,6.18,199.3,0.032,-1730.5,8.720454903034505e-05
5878,15.31,202.3,0.163,,0.0001073878296981
5879,16.67,303.9,0.164,192.6,0.0001483678009911
5880,11.87,83.1,0.098,,0.0001042186235286
5881,12.5,111.5,0.036,-1542.0,0.0001074030979211
5882,13.34,167.0,0.049,-1112.7,8.60978876994096e-05
5883,22.49,356.7,0.177,110.3,5.30698440548942e-05
5884,22.87,205.2,0.105,-860.6,3.2470665266780885e-05
5885,21.86,302.1,0.179,,1.0700864884794446e-05
5886,14.43,139.9,0.138,-1438.1,8.613981304789595e-05
5887,17.26,287.1,0.029,-1872.1,0.0001311805879325
5888,22.04,19.4,0.127,-1866.5,0.000122227164635
5889,14.62,185.5,0.036,,1.267116174814579e-06
5890,14.31,80.9,0.123,,0.0001056292456498
5891,9.51,90.1,0.045,-1759.2,9.534778922395729e-05
5892,23.76,289.6,0.043,766.7,0.000156447041138
5893,24.06,276.2,0.071,1693.4,8.772933559550019e-05
5894,9.39,37.9,0.137,1475.1,2.842392450942368e-05
5895,19.28,358.7,0.128,451.6,9.572483193234244e-05
5896,10.17,158.3,0.042,,2.23094952013771e-05
5897,18.01,337.7,0.011,,7.36871939996447e-05
5898,18.87,178.6,0.07,399.9,0.0001312705929491
5899,7.6,224.8,0.026,891.3,6.5166315207489e-05
5900,8.09,204.8,0.122,,0.000144176980305
5901,12.91,237.2,0.136,,9.32460541917216e-05
5902,14.33,237.4,0.075,,0.0001475968574937
5903,15.28,103.5,0.064,-1966.2,6.569218213375572e-06
5904,13.4,22.8,0.176,-520.8,0.0001369145992547
5905,20.9,129.9,0.07,1626.1,4.019538568661152e-05
5906,17.56,212.0,0.173,1295.0,3.3815252807539274e-05
5907,16.73,239.0,0.152,218.3,0.0001021535251142
5908,21.98,151.5,0.136,-961.7,1.1302927434612924e-05
5909,5.97,329.6,0.016,,0.0001663327832573
5910,11.66,185.4,0.163,-1261.6,9.690852247878582e-05
5911,22.3,328.2,0.052,1453.3,1.5370731150324143e-05
5912,20.58,329.2,0.166,-264.0,0.0001461415024393
5913,16.97,46.4,0.081,-655.2,8.510619134739516e-05
5914,20.87,4.1,0.122,596.9,0.0001297867880117
5915,5.57,184.0,0.151,871.2,2.5124659594270128e-05
5916,15.41,53.0,0.13,1770.2,0.0001431520850795
5917,24.32,262.6,0.102,,8.239660841937151e-05
5918,21.11,163.8,0.145,-764.9,0.0001665809680769
5919,18.28,38.9,0.06,,0.0001266073484605
5920,18.79,136.1,0.075,369.6,2.0181919581251304e-05
5921,7.87,238.9,0.134,1817.8,0.0001663272378009
5922,18.45,326.0,0.08,-1556.3,0.0001647640926082
5923,10.87,7.4,0.065,-1064.1,0.0001047061514127
5924,24.26,233.1,0.053,,6.917966224620753e-05
5925,17.22,193.4,0.178,1227.5,0.0001206795874031
5926,20.52,182.9,0.014,-1744.5,0.0001238393901151
5927,16.34,209.5,0.063,-249.0,5.146221381223528e-05
5928,19.51,85.3,0.152,352.4,0.0001333077921215
5929,21.13,156.7,0.092,,0.0001178181720045
5930,19.01,312.8,0.097,792.9,6.924817371128766e-05
5931,17.48,177.6,0.177,-1545.7,6.98311260490136e-05
5932,19.92,88.8,0.163,-1054.9,5.679088763129607e-05
5933,5.11,80.0,0.167,-261.3,0.0001171758478225
5934,7.74,113.8,0.047,-117.7,0.0001185111572282
5935,8.5,222.9,0.074,,6.339672250521066e-05
5936,15.59,137.5,0.024,541.9,2.508226802765965e-05
5937,16.56,357.6,0.075,,9.673419656883708e-05
5938,22.97,89.3,0.14,,0.0001171598491268
5939,10.52,282.5,0.154,-1879.0,0.0001528546534228
5940,16.84,152.2,0.153,,0.0001450937761472
5941,17.89,24.7,0.141,-858.0,3.191626482681344e-06
5942,14.68,111.2,0.134,-305.2,3.709848858540548e-05
5943,23.54,314.0,0.074,-387.7,0.0001494944598619
5944,21.49,285.1,0.031,,6.047591005467909e-05
5945,21.61,2.5,0.076,1270.0,1.717290439813944e-05
5946,8.0,224.0,0.16,1349.8,6.92407028735052e-05
5947,22.46,19.6,0.076,,0.0001422931131572
5948,21.79,250.3,0.118,-676.5,0.0001298339392254
5949,14.04,303.4,0.098,425.2,0.0001341678185932
5950,10.73,79.9,0.038,,0.0001378655233816
5951,10.05,325.4,0.098,,5.29639160320642e-05
5952,19.22,102.8,0.108,540.5,2.715214281776501e-05
5953,21.27,53.9,0.028,591.8,2.6946780022381785e-05
5954,15.52,187.4,0.043,-1281.7,0.0001040323931942
5955,5.76,316.6,0.146,201.5,3.919134823621894e-05
5956,16.36,20.1,0.077,-1644.6,0.0001277347518457
5957,7.91,204.0,0.173,-936.9,2.833073832949744e-05
5958,6.68,163.5,0.051,-1719.3,2.0482793447599705e-05
5959,13.87,243.6,0.034,,0.0001054234212794
5960,11.79,8.2,0.11,-626.0,6.324859126735993e-05
5961,10.0,132.6,0.016,,0.0001599731425616
5962,20.78,354.7,0.166,448.7,1.0453525234030308e-05
5963,19.15,30.7,0.047,1275.0,4.9486897951382304e-05
5964,20.9,7.4,0.169,1158.0,9.931135871061244e-05
5965,15.01,24.7,0.163,-867.3,0.0001582734951725
5966,13.62,270.7,0.155,,4.62600477850584e-05
5967,13.37,289.7,0.139,-1746.4,0.0001006757248963
5968,24.98,229.2,0.081,-1069.0,0.0001373322285529
5969,7.27,198.0,0.035,1769.8,0.0001111227439261
5970,22.46,343.8,0.027,647.0,0.0001136546290015
5971,11.97,40.1,0.104,-1114.3,1.6091058590956525e-05
5972,17.57,193.6,0.015,-1083.3,8.657125927111069e-05
5973,20.48,226.9,0.017,-533.4,5.114517750210725e-05
5974,6.05,72.1,0.143,-747.3,4.838008977565227e-05
5975,19.89,313.0,0.102,,1.771865203924228e-05
5976,17.97,300.4,0.045,-148.2,7.54941537864612e-05
5977,18.21,215.9,0.067,-1837.9,6.730384213059315e-06
5978,20.18,118.1,0.057,-412.4,2.4184415948853995e-05
5979,11.25,81.4,0.163,,4.773190567685368e-05
5980,5.01,110.5,0.119,769.2,0.000105646529728
5981,19.81,223.9,0.099,1051.8,0.000132250978012
5982,22.59,278.1,0.149,800.0,8.345087678703818e-05
5983,24.65,247.9,0.105,404.7,2.3845033534837785e-05
5984,18.45,275.8,0.095,,0.0001612759067687
5985,17.41,118.6,0.077,1369.2,3.1909699452512594e-05
5986,10.19,211.1,0.05,1211.2,0.0001377855660924
5987,18.88,51.9,0.083,-1696.6,0.0001388259086361
5988,11.09,183.4,0.121,-1440.1,6.302609897820198e-05
5989,14.43,82.4,0.046,,0.0001348676000078
5990,14.78,245.0,0.167,-179.9,0.0001529896609991
5991,23.23,244.8,0.114,-1107.8,8.365388009878571e-05
5992,20.52,74.1,0.028,1039.6,0.0001331134882972
5993,20.02,301.7,0.092,474.9,2.0999494114105724e-05
5994,9.57,74.8,0.124,988.9,8.32869288546712e-06
5995,11.54,339.3,0.024,-1446.9,0.0001175123381688
5996,24.68,359.7,0.087,-1637.6,7.627857430894262e-05
5997,18.96,354.8,0.052,1323.1,0.0001415340023252
5998,16.29,284.6,0.169,1902.9,9.624155210985782e-05
5999,6.07,64.7,0.156,,2.5782384734297767e-05
6000,10.65,55.9,0.179,,0.0001200479216827
6001,20.55,171.1,0.105,,3.2427684505818865e-07
6002,11.1,45.3,0.012,1491.3,4.759412736014236e-05
6003,16.58,132.6,0.12,846.3,0.0001603585062248
6004,13.75,333.3,0.061,1727.5,7.180471061773975e-06
6005,12.84,94.4,0.127,-136.4,7.867851457113185e-05
6006,17.02,58.0,0.055,-1037.3,8.867807162972705e-05
6007,14.36,27.4,0.12,1878.8,0.0001361085983493
6008,12.61,351.3,0.023,371.6,1.55976152320728e-05
6009,21.91,328.5,0.132,,6.928690340350715e-05
6010,7.43,249.8,0.056,1324.0,0.0001498439031851
6011,24.51,259.9,0.112,,0.0001602930225706
6012,5.43,55.7,0.016,1021.4,0.0001129714290848
6013,20.11,288.5,0.023,-1633.9,1.2715051074018198e-05
6014,21.5,165.8,0.066,,1.7630097805446368e-05
6015,15.0,47.8,0.045,567.8,1.1149088844251073e-05
6016,19.37,333.2,0.115,1236.2,7.185565427180046e-05
6017,14.91,169.0,0.157,166.1,8.480245650673797e-07
6018,20.96,32.6,0.158,756.9,0.0001525953417191
6019,7.18,156.3,0.055,276.0,6.0544026573950426e-05
6020,13.14,351.1,0.177,341.8,3.4811807744409055e-05
6021,19.18,343.2,0.174,-1106.6,7.826736735328443e-05
6022,15.37,61.6,0.174,-1048.1,7.533925018344946e-05
6023,13.61,225.8,0.173,142.9,9.180818082948756e-05
6024,12.42,5.4,0.086,-1597.7,5.722763268860471e-05
6025,10.47,305.6,0.08,1589.1,0.0001169972177735
6026,8.4,111.6,0.161,1006.1,1.986671631841124e-05
6027,10.12,202.6,0.122,-535.6,2.104008618335728e-05
6028,12.36,46.5,0.16,1962.1,0.0001476717818676
6029,8.95,4.8,0.076,1615.7,6.74880415646788e-05
6030,19.62,354.7,0.177,945.9,9.39815593266732e-05
6031,24.81,115.0,0.024,,7.386317834651274e-05
6032,19.26,118.4,0.141,,0.0001638452552299
6033,11.14,63.4,0.021,-580.5,0.0001098513896764
6034,22.75,334.5,0.093,,0.0001332019086039
6035,23.08,188.2,0.06,,5.089153747961644e-05
6036,15.52,268.6,0.018,-1356.5,0.0001617361607677
6037,24.68,91.1,0.08,-430.8,0.0001045663715613
6038,14.39,59.8,0.101,-1571.1,9.800031613290072e-05
6039,14.36,351.5,0.03,1520.0,8.10208788173965e-06
6040,7.1,103.7,0.015,,0.000159420406798
6041,24.29,198.6,0.119,,9.512668043261758e-05
6042,14.13,121.0,0.138,-894.1,0.000143055196759
6043,11.74,205.8,0.108,1760.2,6.4792653346776e-05
6044,15.16,16.0,0.119,,4.631499003425844e-05
6045,8.21,222.5,0.039,,8.582031883538744e-05
6046,5.98,227.1,0.153,-1867.4,0.0001331911501685
6047,11.69,301.1,0.083,-969.0,2.229486452835648e-05
6048,9.37,66.9,0.086,1639.8,0.0001584279277755
6049,7.36,224.3,0.121,-1920.7,0.0001215590741978
6050,6.4,1.7,0.054,835.0,2.493386158850248e-05
6051,17.9,25.7,0.16,-691.5,8.01376335055481e-05
6052,18.55,170.9,0.152,,0.0001052283977498
6053,17.19,63.6,0.074,872.9,0.0001344139824036
6054,22.53,324.7,0.151,,7.166481334715692e-05
6055,8.57,34.6,0.051,,0.0001607240346007
6056,5.27,5.3,0.117,1529.2,1.1700597855544156e-05
6057,8.76,331.1,0.063,1331.4,0.0001634118799248
6058,24.15,49.2,0.092,,0.0001566331152866
6059,18.42,160.8,0.167,,2.6961511735713264e-05
6060,10.88,193.2,0.134,226.2,2.479126948562285e-05
6061,20.51,274.4,0.08,458.2,0.0001659639525606
6062,9.49,4.9,0.133,1656.1,5.252951255736883e-05
6063,9.45,108.1,0.081,,0.000125706634641
6064,23.67,68.6,0.035,241.9,0.0001529690182275
6065,6.31,171.9,0.11,1165.4,5.667241792327212e-05
6066,23.09,339.4,0.116,1109.7,1.143715520906812e-05
6067,7.53,62.5,0.047,-1724.6,3.823213779654124e-05
6068,17.45,174.5,0.165,,0.0001438843450453
6069,15.2,72.4,0.064,,9.206093141189232e-05
6070,23.42,85.5,0.13,1698.0,2.064896233176244e-05
6071,24.56,318.5,0.064,-1463.4,2.4627227800482392e-05
6072,11.44,233.4,0.102,-1513.4,4.843708988131706e-05
6073,15.07,124.1,0.021,816.7,0.000101712367563
6074,8.69,176.9,0.117,1008.0,1.231349999663614e-05
6075,10.36,133.8,0.083,1847.2,0.0001652043257963
6076,11.76,184.8,0.093,-709.1,2.9423733462053973e-05
6077,16.86,246.7,0.111,,8.557953831910911e-05
6078,8.3,319.6,0.032,160.9,0.0001533705888317
6079,16.9,296.3,0.103,1403.0,5.558553579454445e-05
6080,9.81,90.2,0.021,,8.307875962826629e-05
6081,9.84,219.1,0.052,-1826.2,0.0001279939077553
6082,13.58,117.9,0.118,1548.1,9.734945361277848e-05
6083,18.25,69.7,0.055,1310.3,2.763344642482152e-05
6084,17.4,268.6,0.011,-1391.7,3.430814465074947e-05
6085,9.77,312.8,0.165,-638.3,8.919205086533405e-05
6086,21.7,18.2,0.061,,5.252644604146566e-05
6087,22.23,295.8,0.115,-450.1,7.250800164331174e-06
6088,23.15,312.3,0.066,,1.4426507762719815e-05
6089,17.3,312.9,0.021,-1583.9,8.106346674147753e-05
6090,23.94,329.0,0.016,-144.6,0.0001152687361609
6091,12.52,113.8,0.027,-1261.6,1.1707230244869789e-05
6092,24.44,335.7,0.065,456.9,0.0001607170468596
6093,6.76,22.4,0.029,,0.0001294708997719
6094,9.98,317.7,0.148,944.7,9.857290694162666e-05
6095,14.37,58.8,0.12,303.4,2.48688045568089e-06
6096,13.32,197.7,0.062,,9.12492241964976e-05
6097,23.61,199.4,0.121,806.1,2.8571664275569265e-05
6098,19.46,113.8,0.161,1408.1,4.779815118122255e-05
6099,8.31,8.7,0.021,866.5,3.94095536008224e-05
6100,6.02,47.5,0.143,646.1,0.0001663955011956
6101,14.1,80.8,0.124,1348.8,0.000151766304571
6102,23.9,224.2,0.112,1187.3,0.0001440234228341
6103,5.05,297.1,0.164,-809.6,2.9979657259700816e-05
6104,11.66,75.9,0.161,1547.3,9.238772652994564e-05
6105,13.34,294.2,0.143,-1220.4,9.8612325272715e-05
6106,6.0,77.1,0.164,373.2,8.105851112144069e-05
6107,14.39,145.1,0.118,815.0,8.493036237424075e-06
6108,11.06,87.5,0.014,653.0,8.269251287750391e-05
6109,16.44,68.9,0.092,-1956.2,4.721382139208422e-05
6110,13.88,263.7,0.067,1757.6,0.0001336612561951
6111,10.51,294.1,0.171,-449.5,9.999944999051954e-05
6112,11.37,121.3,0.053,-397.1,5.033649498392641e-05
6113,13.59,6.6,0.172,-373.7,0.0001644324738482
6114,9.51,157.0,0.069,-488.9,0.0001423964400731
6115,5.99,22.5,0.042,1718.3,9.536060899831197e-05
6116,16.43,28.9,0.045,-1737.7,0.0001473080683318
6117,13.03,5.7,0.057,1209.0,2.324431538876067e-05
6118,20.53,40.8,0.179,347.9,0.0001029743112998
6119,13.9,30.5,0.076,1666.5,0.0001066841819827
6120,17.11,352.6,0.112,1524.8,3.856327603999359e-05
6121,6.45,107.3,0.078,1198.2,8.20174251860493e-05
6122,11.51,21.6,0.01,1021.1,0.0001639964230506
6123,20.21,173.5,0.099,-905.3,0.0001101017362199
6124,8.15,173.8,0.144,970.7,0.0001299273134059
6125,17.59,179.4,0.088,,0.0001629442032676
6126,22.27,351.8,0.115,1679.3,0.0001134075530397
6127,17.21,229.1,0.17,1873.6,2.957157130075896e-05
6128,17.81,211.1,0.133,-1918.3,8.685440094334917e-05
6129,21.45,271.8,0.031,,0.0001266427758972
6130,10.17,147.9,0.145,-1771.9,0.0001470988846271
6131,5.09,219.4,0.073,1934.8,2.66757528148036e-05
6132,14.09,331.7,0.168,-354.3,3.6939235185640575e-05
6133,13.55,168.5,0.017,-703.1,0.000117741423835
6134,16.19,215.1,0.171,826.2,6.02358065357645e-06
6135,10.75,266.6,0.083,-1089.5,4.456651434536805e-05
6136,18.35,24.7,0.115,1306.8,7.320539367187922e-05
6137,15.51,190.3,0.141,-193.5,2.896990499645456e-05
6138,20.15,88.1,0.063,542.8,2.3689641153272724e-06
6139,23.48,71.0,0.155,-243.7,8.566596690401883e-05
6140,9.2,126.5,0.179,,5.395980157276463e-05
6141,6.55,298.7,0.167,,2.4649217225238e-05
6142,10.66,261.7,0.127,359.7,0.000135611034051
6143,7.59,160.9,0.165,,6.250627489250305e-05
6144,12.42,266.8,0.04,,4.81210702632906e-06
6145,13.14,353.3,0.125,,5.314362381455342e-06
6146,16.31,297.0,0.021,,0.0001532669385233
6147,19.26,310.7,0.071,1566.6,3.142151536350918e-05
6148,16.74,206.0,0.172,1688.4,0.0001647340681492
6149,5.11,280.3,0.125,-965.1,6.133939660142018e-05
6150,20.96,100.0,0.106,-1172.5,8.777386303650236e-05
6151,20.28,190.4,0.072,-1890.7,0.0001232799713608
6152,7.67,111.0,0.045,1163.4,0.0001307448409216
6153,22.99,17.7,0.161,-299.3,7.227084211108354e-05
6154,12.73,1.5,0.159,-324.8,7.810250213807791e-06
6155,7.65,291.8,0.046,1770.0,0.0001082368597453
6156,8.44,153.5,0.055,-1468.9,8.903521994244932e-05
6157,7.51,343.7,0.094,,0.0001501847176281
6158,14.46,344.8,0.041,813.9,4.225081578166634e-05
6159,13.86,244.4,0.025,,3.798629526555394e-05
6160,18.56,267.4,0.023,-1154.4,0.0001126360951898
6161,17.26,358.6,0.158,773.5,0.000157865954201
6162,20.12,215.5,0.058,,4.644204905647818e-05
6163,16.25,217.5,0.012,,6.355755691108367e-05
6164,15.01,119.7,0.128,-810.8,4.8553117944161335e-05
6165,17.1,121.9,0.032,-1045.5,5.790869800545993e-05
6166,22.86,116.4,0.117,,0.0001286480789156
6167,18.69,285.6,0.052,,0.0001559595450634
6168,14.14,261.7,0.139,,1.0304004357421442e-05
6169,20.54,139.8,0.105,-232.5,0.0001346946327519
6170,8.16,8.4,0.128,664.3,0.0001371895841833
6171,21.15,39.1,0.024,-1277.7,0.0001259705894475
6172,24.06,45.2,0.138,,0.0001631208906447
6173,22.64,220.6,0.047,,5.9947168983970094e-05
6174,10.39,325.7,0.065,,0.0001667358193143
6175,16.23,280.9,0.165,-1471.5,7.211913211007252e-05
6176,23.17,70.2,0.083,-1374.7,3.380192428214781e-05
6177,17.09,10.8,0.113,,8.916695652346385e-05
6178,12.84,222.4,0.082,1472.2,8.999271160854901e-05
6179,13.86,222.6,0.086,1802.6,4.873723019783408e-05
